,visit_id,detector_id,band,day_obs,x,y,fwhm,dg_chi2,gh_chi2,moffat_chi2,shapelet_chi2,dg_a1,dg_sigma1,dg_a2,dg_sigma2,gh_A,gh_x0,gh_y0,gh_sigma_x,gh_sigma_y,gh_h3x,gh_h4x,gh_h3y,gh_h4y,gh_B,moffat_A,moffat_x0,moffat_y0,moffat_alpha,moffat_beta,moffat_B,sh_c0_0,sh_c0_1,sh_c0_2,sh_c0_3,sh_c0_4,sh_c0_5,sh_c0_6,sh_c1_0,sh_c1_1,sh_c1_2,sh_c1_3,sh_c1_4,sh_c1_5,sh_c2_0,sh_c2_1,sh_c2_2,sh_c2_3,sh_c2_4,sh_c3_0,sh_c3_1,sh_c3_2,sh_c3_3,sh_c4_0,sh_c4_1,sh_c4_2,sh_c5_0,sh_c5_1,sh_c6_0
0,2026040800012,4,i,20260408,1396.687,233.982,5.7985,6.8e-07,3.4e-07,6.3e-07,8e-08,0.024313,2.2626,0.001591,4.5234,0.025976,19.719,20.021,2.53,2.1835,-0.025664,0.000826,0.00241,-0.001778,6.466e-05,0.024943,19.675,19.984,188.0545,2964.2637,3.858e-05,0.107831,-0.001767,-0.004155,0.002084,-0.00253,-0.001821,0.004077,-0.007863,-0.005954,-0.003316,0.001313,0.002173,-0.000309,0.009235,0.010931,-0.000218,-0.004207,0.001991,-0.02114,-0.009014,0.002953,0.002684,0.007503,0.003127,0.002686,0.004521,-0.000671,0.001112
1,2026040800012,4,i,20260408,1588.504,616.386,5.793,7.4e-07,2.9e-07,5.5e-07,5e-08,0.023154,2.0937,0.003471,4.0043,0.026074,19.557,20.42,2.4794,2.2113,-0.025047,0.001034,0.002409,-0.00184,6.573e-05,0.025098,19.505,20.385,204.895,3551.4328,4.025e-05,0.106839,0.011818,-0.002662,0.001957,-0.001495,-0.003501,0.003041,-0.012776,-0.005005,-0.003465,-0.000618,0.002077,0.001167,0.005452,0.010928,0.002507,-0.00389,0.000676,-0.018588,-0.012385,0.000213,0.003968,0.009536,0.00416,0.002737,0.004273,0.000282,0.000133
2,2026040800012,4,i,20260408,2579.819,787.923,5.8088,6.5e-07,3.7e-07,6.4e-07,1e-07,0.025639,2.3456,0.000619,5.7045,0.026899,19.929,19.958,2.427,2.2277,-0.02613,0.001508,0.001604,-0.001681,5.243e-05,0.025809,19.852,19.921,195.5565,3251.9067,2.749e-05,0.110959,-0.003466,-0.002447,0.001389,-0.002867,-0.000535,0.004972,-0.003418,-0.005309,-0.002638,0.001486,0.001491,-0.000368,0.008338,0.012001,-0.001849,-0.004151,0.002605,-0.021014,-0.008469,0.002839,0.003346,0.005223,0.001802,0.003057,0.006113,-0.000853,0.001524
3,2026040800012,4,i,20260408,3491.463,1727.133,5.7373,7.1e-07,3.3e-07,5.8e-07,9e-08,0.023974,2.5025,0.0,2.5503,0.026028,20.534,20.177,2.4658,2.1836,-0.02471,0.001162,-0.000252,-0.001565,7.361e-05,0.02512,20.491,20.136,159.8673,2216.585,5.335e-05,0.105912,0.00536,-0.002223,-0.000242,-0.002468,-0.001263,0.004288,0.014776,-0.007846,-0.003753,0.00173,0.001086,-0.000576,0.016234,0.012278,-0.001168,-0.003921,0.001696,-0.015138,-0.00507,-0.0002,0.001841,-0.004084,-0.000977,0.004306,0.003224,-0.000734,0.005809
4,2026040800012,4,i,20260408,2384.065,1731.593,5.7452,6.4e-07,2.9e-07,5.3e-07,5e-08,0.025605,2.4559,0.0,2.4483,0.027187,20.133,19.634,2.4381,2.2178,-0.023479,0.001276,-0.000691,-0.001874,4.936e-05,0.026334,20.089,19.597,194.911,3296.1957,2.748e-05,0.111202,-0.014297,-0.000621,-0.000858,-0.003034,0.002436,0.004532,0.003064,-0.006316,-0.001742,0.00242,0.000779,-0.00099,0.011626,0.010077,-0.004606,-0.002511,0.003512,-0.019255,-0.004462,0.003169,0.002161,0.001394,0.00051,0.003882,0.005229,-0.001663,0.004178
5,2026040800012,13,i,20260408,847.333,339.821,6.0811,6.1e-07,3.5e-07,5.5e-07,4e-08,0.021976,2.6424,0.0,2.8092,0.023247,20.332,19.858,2.6785,2.3369,-0.021826,-0.000685,-0.002687,-0.002254,7.019e-05,0.022599,20.336,19.812,385.8181,11243.2401,3.567e-05,0.102529,-0.005356,-0.001611,-0.001867,-0.003518,0.00195,0.005027,0.008983,-0.010051,-0.000567,0.002724,2e-05,-0.000465,0.015129,0.012543,-0.004041,-0.004494,0.002813,-0.01427,-0.00375,-0.000973,0.002075,-0.004739,-0.000545,0.005469,0.00231,-0.00169,0.006821
6,2026040800012,13,i,20260408,724.509,429.381,6.0685,8.1e-07,4.2e-07,6.4e-07,1.3e-07,0.022671,2.4101,0.000862,5.5426,0.023603,19.482,20.427,2.696,2.3086,-0.021721,-0.000924,-0.003221,-0.002321,6.717e-05,0.022908,19.495,20.377,341.5535,8846.6578,3.026e-05,0.103066,0.010367,-0.001939,-0.00109,-0.00402,-0.001089,0.004646,-0.011406,-0.005941,-0.002887,0.000442,0.002079,0.000702,0.006899,0.014087,0.00103,-0.004789,0.000968,-0.017676,-0.012524,-0.000235,0.004002,0.005753,0.002149,0.004731,0.005305,0.000929,0.00179
7,2026040800012,13,i,20260408,3912.367,774.074,6.1359,6.1e-07,3.5e-07,5.4e-07,5e-08,0.021891,2.6348,0.000428,2.6351,0.023548,20.391,20.117,2.6512,2.3628,-0.02192,-0.000349,-0.003443,-0.002385,6.159e-05,0.022932,20.388,20.076,363.7455,10003.4819,2.799e-05,0.103942,0.002963,-0.001487,-0.002093,-0.004422,0.000775,0.005241,0.011059,-0.009566,-0.001133,0.002226,4.9e-05,-2.9e-05,0.013111,0.014203,-0.001744,-0.005287,0.001959,-0.013901,-0.003309,-0.001714,0.00127,-0.004777,-0.002036,0.004951,0.002464,-0.002539,0.006755
8,2026040800012,13,i,20260408,2615.479,1683.68,6.0394,6.3e-07,3e-07,4.8e-07,4e-08,0.02227,2.6453,0.0,3.9033,0.023942,20.508,19.727,2.6132,2.3535,-0.02117,-0.000108,-0.00344,-0.002386,6.099e-05,0.023376,20.503,19.687,324.9059,8168.59,3.026e-05,0.103932,-0.008897,-0.000409,-0.002962,-0.003553,0.003242,0.004497,0.013224,-0.009851,0.000544,0.001877,-0.000637,-2.3e-05,0.015619,0.011209,-0.004752,-0.003582,0.003199,-0.012668,-0.001961,-0.001324,0.00171,-0.005331,-0.000522,0.005215,0.000951,-0.002368,0.006596
9,2026040800012,13,i,20260408,1791.792,1764.011,6.0101,6.3e-07,4.1e-07,6.1e-07,1.3e-07,0.02419,2.4479,0.000365,6.6302,0.024813,19.802,20.054,2.6085,2.2992,-0.021357,-0.000461,-0.001614,-0.002204,5.645e-05,0.024169,19.804,20.012,285.0432,6427.7143,2.383e-05,0.10769,-0.000327,-0.002406,-0.000708,-0.003731,0.000371,0.005887,-0.004512,-0.005095,-0.001333,0.00082,0.001437,9e-06,0.008253,0.013667,-0.001746,-0.004447,0.002436,-0.01767,-0.008526,0.001592,0.003105,0.001913,7.6e-05,0.004552,0.005269,-0.000812,0.004444
